part_id,show,part_number,part_brand,subcategory,part_image,rated_refrigerant,nominal_capacity,inlet_diameter,inlet_connection_type,outlet_diameter,outlet_connection_type,equalizer,external_equalizer_connection,bidirectional,adjustable,configuration,supply_voltage,motor_type,control_steps,step_rate,orfice_size,capillary_tube_length,number_of_headers,spring_type,check_valve,hermetic,balanced_port,applications,element_size,body_type,thermostatic_charge,mesh_strainer,max_operating_pressures,max_differential_pressure_drop,ambient_temperature,refrigerant_temperature,current,drive_frequency,phase_resistance,compatible_oils,cable_type,max_power_input,step_angle,resolution,connections,closing_steps,minimum_steps,hold_current,percent_duty,stroke,max_internal_leakage,max_external_leakage,ingress_protection,certifications,nema_rating
1154783C-AEA5-4D95-9DEA-45B116B48EFE,,5810-38,WEATHERKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159D21D-1961-43B8-864A-5CD63B57FD2B,,1442582,DAIKIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115CF79C-9050-495E-A892-8D1DCFD3B82D,,D9668701,AMANA,CAPILLARY TUBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160C1B1-995F-408E-96C7-31EA0E9AC066,,PLU00266,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161586C-80F0-446E-9D69-191AC0BE618D,,R01H23401,MITSUBISHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164235D-E053-4979-BF7C-F37C7832A798,,742235,EMPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165AD15-29C8-48F7-8468-C041A7E30CC1,,62-22175-90,RUUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167255E-D6AD-46C2-958E-1EBFB0A4AE05,,51FA503003,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116D9767-2197-4ACF-82EF-EB773D3093FF,,PST00018,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11784DA1-B244-4B31-987E-95968D9ACB9B,,KSATX0701HS0,BRYANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178ECD6-E1B8-400D-B0CA-FF99980867C0,,RCSL-HU4824TU,RUUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117A195A-9A1E-4511-B27C-DD92DC1E72A3,,S1-02514126900,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117F79D1-74B6-4368-9F30-0DD8DA7118F8,,S1-6135C3691,COLEMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11850A8E-04E0-40E4-BEDD-B1EBCA1BE206,,5304426332,FRIGIDAIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118A701B-34B7-4E54-84C9-3D180A302D56,,8733941898,BOSCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118D4F5E-3C6F-4CD4-9282-1A4B19F3EB4E,,99TS0225KE600000,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191BCCF-85D9-4130-A6DF-1184336D3925,,EA36UZ114,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119AF2CF-6DDA-439E-88C7-9C46E15E78FE,,62-22175-41,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119D7630-B66A-427D-9305-EB7CABC8DEFE,,7133633,THERMAL ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119F0B20-0DAF-4201-8727-795DF7BF2AB4,,1087248,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11A3007B-9CFE-4207-93CA-AFD9AAC6DE79,,D291,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11AA77F3-CBD5-45F0-B1CD-671225028858,,S800-402,BARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11B20C60-A587-40FE-A184-B7A1A6706778,,S1-02529191000,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11B4CECE-C025-4820-8A68-DECCE4018A71,,29326201,CLIMATEMASTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11B8126A-CA7F-4A6B-887C-0AE51A92E2AA,,50WQ500993,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11BED576-433F-4A38-B3B9-7C14B8F64525,,1177749,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11C17E1E-7406-44F1-865A-02563287FE75,,R63R34425,MITSUBISHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11CD1471-5AB5-4145-87A4-29FBFA810A75,,D6490001,AMANA,CAPILLARY TUBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11CDA882-8117-4DB7-95C1-B1EB8BF9E604,,S1-02532709081,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11CF4C47-4D5E-4568-B73B-7AF8FE7B83C8,,VAL07935,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11D6E799-44F5-413B-940C-1E83F0BB7CD5,,B18144-65B,GOODMAN,PISTON ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11D7FBD6-81E0-43EA-BA04-53AE0B79561C,,1072039,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11DF4685-6042-4606-9099-68F89A3563DE,,D9900601,AMANA,CAPILLARY TUBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11E07C26-7E60-43E3-95FF-2C91EA4BAE8F,,61-21922-111,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11E2523F-6799-4AA1-80E7-046C577C8EED,,0251L00084,DAIKIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11E4F511-1879-42A0-A3EA-E08FE1ADC41B,,B1314252,GOODMAN,PISTON ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11E4F890-7687-4105-A0B2-53DF087B6F3D,,61-25414-62,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11E5099C-C2A9-4CF1-A235-5707F6986446,,E12F54493,MITSUBISHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11E7F1A3-C1A4-41B4-8960-7D99F2BBB6FF,,S002C0002330,AIRTEMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11EA6837-3376-40BA-A313-DD5846608A6F,,0162M00147,GOODMAN,PISTON ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11EDA23B-F25F-460B-AA08-E70C7FDCBD57,,9317216029,FUJITSU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11EF5844-4200-4B41-902D-6A057D812D49,,EA52PH073,BRYANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11F9FDEF-00A2-441D-B5D2-154773EDE3D5,,C5844701,AMANA,CAPILLARY TUBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11FBCD62-29E8-444E-AD61-E408BA10A63A,,C4804561,AMANA,CAPILLARY TUBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11FE43C3-D17F-4153-B95F-AAE29745DA9E,,EA36EC334,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11FEE3BF-1830-4DC3-BB28-6EAF1E20B834,,51FA503183,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201089B-9121-41F9-B602-28A7B53ADC2A,,03063947,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12048695-D30D-46C8-A7CC-9492E6C96A39,,RCSA-HM3617AU,THERMAL ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204B3E1-58DA-48A7-B808-5EF074D3F3DE,,61-102211-33,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204BC96-CBDB-4162-A5C9-7740A2A9F01F,,7130324,COMFORTSTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12069012-7CCF-4AF8-AB29-869BF9FF37AD,,S1-7148-3691,COLEMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206B763-2CB4-415C-9C29-A211BD317A7F,,0162D00091,AMANA,PISTON ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12086BDE-85BB-4170-AF13-97361371818C,,A4522501,AMANA,CAPILLARY TUBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120A6B7A-38B1-487B-BC53-62C562EAE726,,2001017,MCQUAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120DBE90-25F3-43EA-AC2E-88821D4A0A7A,,100484-07,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12140594-63F2-4BEE-BC74-AC2C149F1865,,R01588425,MITSUBISHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219B8D6-76D6-4606-ACF3-403783C8052B,,638196,SEARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121BAF60-8E95-4ED4-A7A5-25B867F1010E,,EA52PM045,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121D6E03-9516-4D5F-98AF-D5AA39302355,,664254R,NORDYNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122344D8-A9AA-47E5-A889-D4917A460306,,44478-3,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223FBD1-88FB-4219-9AFF-82436E0182D5,,2.4MM,CALCANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12272ED9-3D3F-41C3-8069-011FE6DD5D2B,,1060083,SEARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122AB9AF-30F4-4A75-9ED7-8CA8D39075AC,,S1-02538756011,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122C23E7-C5CB-4556-9FC6-95736079D6D5,,WW51X95,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122C5733-A295-46C9-94BB-A5339414903D,,S002C0002434,CREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123B0F6B-DAE6-4F42-8289-02111ADD4474,,ORF00502,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123D59DD-AC94-4143-851E-43BAAA65B079,,VAL02874,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242D629-82D4-4948-81CA-C7C180797F3C,,LB-56411D,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245BAE1-8281-441D-965D-ED819CCD2780,,40650-001,ARMSTRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499F19-3674-42A8-A5F8-0F7CFD169686,,0162L00003S,GOODMAN,PISTON ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12521003-F00C-4FE1-9590-6F8A816B4D5C,,33B0020N02,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12535E1A-41AD-47D5-B04F-BD920CAD5D4C,,D056,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255CD5A-4F74-4AED-8AD3-31DF5AB44A70,,3H02633X,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256004C-D608-46E2-9DA3-5A16D86620FC,,61-22614-67,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125B4CD7-447B-4301-BE70-19DA9F987F87,,850-050,FLORIDA HEAT PUMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125CC8C1-9D99-4EA5-B1F0-25A41E029DF9,,LB-62092,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12601538-C461-4BAA-BB52-28CDB2D6E9DE,,18240-51,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12603186-D8C2-4E1D-9620-E1C2BA11EA5C,,1580268,COMFORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267998A-D6E9-4639-B93F-1D7134F16536,,S1-37319721026,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12705F21-B870-4B7E-9D03-BBB2EC326627,,1A51127,TEMCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12737719-DBBD-4416-8470-9A3EAAD4747D,,1149871,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127906CF-7171-4338-A311-E91E3BF716B9,,RSR00086,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12797C98-B3D8-47DD-A464-9615BAB771B9,,60192,WAYNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127D5E66-5048-4DE9-BD26-08B1541BA44E,,03467A003,ARMSTRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283628E-816C-45FE-9DBE-3FC071D88BA6,,C5900801,AMANA,CAPILLARY TUBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128542B8-DF19-49F1-8CB8-178904593FAF,,TUB00838,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286740A-826C-48BC-89D3-30756533CB83,,39780B001,ARMSTRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289C610-3271-472E-84A0-D72867C7132B,,TVMBC1,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289D5E2-62AD-498C-8531-3745E1D4580A,,VAL04431,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128DED9D-6C8F-48DD-8AE4-B1D681741AC5,,TUB07942,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296A579-956B-4E2F-9223-7BF131064AE5,,61-25414-61,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12A4443F-CA08-40EB-8E80-D737B0315E65,,D6838401,AMANA,CAPILLARY TUBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12A5AA36-722D-4F7D-9E50-90663CBE7A8D,,ORF00152,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12A6DD60-CBA6-41C7-AFE9-1EC4E1802D8D,,S1-36389132061,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B9C712-B7DB-42DF-81FD-29A4E2B067E4,,52CE400621,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12BA26EA-18A5-4930-933D-BCC3FB9FEAC3,,TUB05328,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12BACFBB-DBED-4015-8743-33258712E436,,1674163,DAIKIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12C78960-0C77-4C00-A5BB-C46E6637548C,,850-042,FLORIDA HEAT PUMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12C94805-D34B-45D9-8F17-5EED775E0894,,CW1387-G15,PERFECTION INDUSTRIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12CE4957-4267-4365-B2A8-8C63A2A77331,,LB-51278BL,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12D8C712-8892-4AD0-B6C8-50D93DDACB97,,51305859350,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12D92F2C-5BA3-4433-A214-6CB3F6B20B6C,,51RE660001,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12D96A65-26B6-4F27-96A8-C8128142899C,,3104436510,DAEWOO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12DA0AD3-3F51-45FF-A706-11294D53FCEE,,AS-57354-02,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12DFFF33-BC8D-490D-A2FE-C2BA82158F2A,,48GS500465,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12E28215-44EA-4C18-AE6B-17513AFEE129,,61-101351-04,RUUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12EC04D5-72CE-45C4-BDD3-F4E9BD991224,,11062015,AMANA,TXV ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12EFD417-F38E-4BBB-B0CE-6558E37ACB35,,D6918416,AMANA,LP ORIFICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12EFD4FF-A98E-4A04-A8BE-B4B999FC7644,,EA02HB510,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12F62704-344D-448C-95E9-F6A071E15AE4,,S1-6330H3181,COLEMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12F7990A-CF69-4654-8C46-CFB4F49ADF5A,,S1-9625-3691,COLEMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12F7B3CC-067C-4D90-92DD-2ACA8AF39BD7,,32GB400694,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12FCE0AB-16F1-4A7A-8A3E-998D52E8CC69,,B2114671,GOODMAN,PISTON ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13047152-0117-4C23-872A-9EE573F03A92,,31194166,BECKETT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309E766-E597-4ABD-A679-7B4DCF7AF8DE,,EA36YD105,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130D60A6-2A80-4B65-B274-716B365D0583,,VAL02371,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130EB399-13A9-4B26-A708-3DC221BAE680,,1690070,ARCOAIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312BFB9-32CD-4EB3-B6DC-C993B169E352,,EA52PJ037,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131BB90C-3392-41DB-BB03-8020D1014F20,,S1-02926856000,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131BBAB3-5B0C-47CC-91F7-33876106BA54,,LB-18473D,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131E519C-4FC4-4869-A22C-3F6539481B8E,,EA36DC341,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131F3C5D-D536-489D-8280-A45F8FBE1A85,,60-4059,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326C3F7-7CBB-4DF5-B26F-73735F971222,,15120300001253,THERMAL ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13279342-3778-4BFF-BB15-F007C5AF82FA,,61-21922-20,WEATHERKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132B477C-6C40-4689-BF49-10477770A235,,WG16X4,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333D4FA-A2D9-4EA9-B504-072D8D45B6DF,,LB-40269D,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13348611-ABE7-4AB4-A861-E18D1687E388,,EA09KB561,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133EAF93-CDBE-406B-9910-EC3C380E88C7,,WW51X70,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340D2FA-D6BB-48BD-88F3-F56CB69575B5,,5211A30335E,LG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134A346E-3C2B-47E7-BF8B-E542B4305AD4,,ORF00088,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134C24F4-5A31-411A-9E74-1C86CCE8CD48,,201621790849,THERMAL ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134E3DF5-4A32-4125-8F02-23DF57E2D03B,,AE-58774-40,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353FC51-C27B-43B7-9819-235DD89E7C00,,61-42662-20,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13572B21-C401-4956-8B10-A5102AD2C98F,,WG55X113,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13599D58-AE43-4509-A965-FE26E05ABF62,,1173403,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136357E6-4D3A-4B50-B4BF-40432D62E4A0,,61-102211-29,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136D0595-1A7B-41D0-9EFC-8CEA767244D6,,TUB10251,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136D7990-E065-4E5E-AD49-84A9A6E13B01,,5211A30869C,LUCKY GOLDSTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136E0A61-D4AA-4760-B45E-39C0F3F5C5CB,,49955G5,STERLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136F45CA-F21C-43F7-BCA3-B740695BA898,,D9970501,AMANA,CAPILLARY TUBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13868A6F-534B-48B0-BE27-39CF27E12C7B,,61-26196-09,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397E213-3887-4AE3-A608-EE9B9201280F,,1TV0906,COLEMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139AC94E-6258-410E-ACB9-8857B2BB15A6,,C6261801,AMANA,CAPILLARY TUBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139AFE18-C1B3-4472-A597-C3ED36FF19D3,,97114557,ARMSTRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139C2690-7B3A-410F-B767-BBEAEA9DF7A1,,303936-708,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
